6	60197	shutters of metal
19	190198	shuttering, not of metal, for concrete
16	160258	holders for stamps [seals]
12	120243	elevating tailgates [parts of land vehicles]
19	190138	wall linings, not of metal, for building
25	250147	bodies [underclothing]
40	400091	processing of oil
25	250100	miters [hats]
30	300059	maize meal
12	120174	vehicle wheel rims
39	390047	transporting furniture
6	60411	advertisement columns of metal
1	10515	tartaric acid
42	420242	data security consultancy
11	110195	electric lights for Christmas trees
28	280197	snowboards
20	200138	hospital beds
3	30026	bleaching salts
31	310086	marc
7	70235	washing installations for vehicles
12	120089	bicycle cranks
19	190239	insect screens, not of metal
7	70375	turbines, other than for land vehicles
37	370051	clock and watch repair
13	130043	rocket launchers
6	60443	window openers of metal, non-electric
20	200276	towel stands [furniture]
8	80226	emery grinding wheels
6	60098	roof flashing of metal
7	70219	printing presses
30	300091	maize, milled
24	240076	serviettes of textile
25	250028	hat frames [skeletons]
10	100239	nasal aspirators
15	150084	sheng [Chinese musical wind instruments]
7	70058	binding apparatus for hay
24	240016	trellis [cloth]
25	250056	suits
6	60288	barrel hoops of metal
10	100097	hypodermic syringes
20	200327	camping mattresses
24	240029	bedspreads
18	180020	school bags
20	200191	shelves for storage
20	200087	staves of wood
5	50460	lyophilised food adapted for medical purposes
1	10358	hydrazine
21	210253	covers, not of paper, for flower pots
9	90473	telephone transmitters
22	220010	raw fibrous textile
6	60148	weather vanes of metal
21	210196	coolers [ice pails]
7	70454	peeling machines
1	10068	animal charcoal
7	70517	mechanized livestock feeders
9	90524	fog signals, non-explosive
7	70178	moving staircases [escalators]
5	50461	homogenized food adapted for medical purposes
5	50458	immunostimulants
1	10133	pyroligneous acid [wood vinegar]
7	70254	regulators [parts of machines]
6	60133	cast iron, unwrought or semi-wrought
28	280222	masks [playthings]
35	350102	sponsorship search
5	50177	semen for artificial insemination
16	160061	tracing patterns
10	100114	medical apparatus and instruments
2	20032	bronze powder for painting
22	220029	eiderdown
1	10309	chemical additives to fungicides
44	440205	therapy services
18	180140	hiking sticks
21	210276	toothbrushes, electric
30	300027	unroasted coffee
5	50492	massage gels for medical purposes
4	40115	lanolin for use in the manufacture of cosmetics
21	210345	electric devices for attracting and killing insects
6	60424	tool chests of metal, empty
20	200034	sideboards
4	40031	coke
9	90565	dosage dispensers
28	280048	hockey sticks
22	220106	mesh bags for washing laundry
11	110220	rotisseries
5	50192	milk sugar for pharmaceutical purposes
40	400128	beer brewing for others
20	200263	saw horses
9	90791	computer software platforms, recorded or downloadable
29	290019	potato chips
28	280225	golf bag carts
17	170063	glass wool for insulation
1	10686	organic digestate [fertiliser]
6	60034	strongboxes [metal or non-metal]
11	110309	aquarium lights
22	220087	carbon fibers for textile use
9	90254	railway traffic safety appliances
18	180001	alpenstocks
28	280066	ski bindings
11	110268	heat pumps
14	140180	crucifixes as jewellery
36	360121	financial evaluation of development costs relating to the oil, gas and mining industries
7	70464	radiators [cooling] for motors and engines
10	100091	galvanic therapeutic appliances
31	310024	mushrooms, fresh
7	70274	pistons for engines
36	360068	issuance of credit cards
2	20092	metal foil for use in painting, decorating, printing and art
4	40011	grease for arms [weapons]
1	10517	tellurium
5	50062	cachou for pharmaceutical purposes
20	200094	school furniture
9	90559	electric discharge tubes, other than for lighting
9	90014	sound alarms
1	10706	transmission oil
31	310010	trunks of trees
19	190154	door panels, not of metal
21	210163	wool waste for cleaning
6	60209	ceilings of metal
30	300178	rice cakes
11	110141	forage drying apparatus
5	50090	vitamin preparations*
5	50054	lead water
35	350111	search engine optimisation for sales promotion
36	360017	capital investment
10	100153	urethral probes
16	160218	plastic film for wrapping
19	190114	lintels, not of metal
9	90683	egg timers [sandglasses]
44	440198	telemedicine services
8	80073	vegetable slicers
9	90432	rheostats
4	40013	firewood
21	210357	kitchen mitts
38	380052	radio communications
17	170115	anti-glare films for windows [tinted films]
35	350044	television advertising
5	50412	babies' nappies
32	320027	orgeat
29	290185	vegetable marrow paste
17	170075	artificial resins, semi-processed
5	50031	antiseptic cotton
26	260003	shoemakers' needles
6	60002	steel alloys
9	90486	speed regulators for record players
44	440012	landscape gardening
7	70315	beverage preparation machines, electromechanical
7	70205	lubricating pumps
14	140069	ornamental pins
6	60038	rings of metal*
6	60141	pins [hardware]
41	410073	timing of sports events
30	300016	cookies
7	70561	crushing machines
9	90231	sound recording strips
5	50063	preparations for callouses
29	290029	vegetables, preserved
29	290062	isinglass for food
18	180036	leather straps
41	410190	rental of sports grounds
17	170108	floating anti-pollution barriers
19	190121	glass granules for road marking
5	50315	panty liners [sanitary]
1	10583	brazing fluxes
8	80135	rabbeting planes
12	120279	driverless cars [autonomous cars]
26	260133	charms, other than for jewelry, key rings or key chains
3	30002	smoothing stones
9	90377	oxygen transvasing apparatus
17	170053	sheets of regenerated cellulose, other than for wrapping
5	50319	caustics for pharmaceutical purposes
5	50261	rhubarb roots for pharmaceutical purposes
8	80043	graving tools [hand tools]
5	50470	insecticidal veterinary washes
11	110005	acetylene flares
9	90243	gasoline gauges
1	10547	vinic alcohol
44	440228	consultancy in the field of viticulture
29	290196	flavored nuts
20	200065	containers, not of metal, for liquid fuel
11	110301	urinals being sanitary fixtures
9	90331	eyeglasses
21	210162	mills for household purposes, hand-operated
1	10670	gluten for the food industry
1	10408	olivine [silicate mineral]
1	10592	cellulose derivatives [chemicals]
11	110056	roasting jacks
21	210385	mortars for kitchen use
19	190026	wood, semi-worked
9	90448	simulators for the steering and control of vehicles
24	240001	adhesive fabric for application by heat
40	400054	tanning
20	200070	tables*
45	450005	dating services
16	160207	palettes for painters
3	30139	polishing paper
12	120188	cable transport apparatus and installations
7	70292	mangles
24	240045	eiderdowns [down coverlets]
8	80232	guns, hand-operated, for the extrusion of mastics
31	310134	crustaceans, live
37	370014	office machines and equipment installation, maintenance and repair
6	60089	railway material of metal
28	280088	dolls
1	10293	fertilising preparations
16	160275	elastic bands for offices
1	10299	flowers of sulfur for chemical purposes
9	90105	jigs [measuring instruments]
7	70185	haulage apparatus [mining]
9	90399	plane tables [surveying instruments]
37	370147	services of electricians
3	30070	polishing creams
1	10197	liquids for hydraulic circuits
7	70071	paring machines
8	80137	hatchets
3	30038	volcanic ash for cleaning
1	10431	superphosphates [fertilisers]
1	10649	paste fillers for car body repair
39	390099	rental of freezers
26	260143	hat pins, other than jewellery
18	180119	stirrups
9	90574	filters for ultraviolet rays, for photography
3	30074	creams for leather
35	350039	advertising
1	10634	plant growth regulating preparations
26	260113	ornamental novelty badges [buttons]
13	130073	sprays for personal defence purposes
21	210076	combs*
16	160029	lithographic works of art
7	70444	blenders, electric, for household purposes
22	220021	ropes*
45	450047	crematorium services
19	190177	trellises, not of metal
6	60193	nickel
29	290122	coconut oil for food
9	90127	signal bells
26	260139	hatbands
17	170104	fibreglass fabrics for insulation
40	400117	freezing of foods
9	90615	optical character readers
8	80221	nail clippers, electric or non-electric
24	240057	gummed cloth, other than for stationery purposes
7	70287	can openers, electric
44	440154	pharmacy advice
6	60276	reinforcing materials of metal for building
7	70163	apparatus for aerating water
30	300247	freeze-dried dishes with the main ingredient being pasta
1	10570	color-brightening chemicals for industrial purposes
20	200134	newspaper display stands
9	90743	calorimeters
24	240104	fiberglass fabrics for textile use
11	110011	filters for air conditioning
14	140151	tie pins
1	10582	preparations of the distillation of wood alcohol
32	320003	ginger beer
9	90166	electric plugs
1	10455	synthetic resins, unprocessed
31	310145	sea-cucumbers, live
6	60430	pitons of metal
18	180051	umbrella covers
3	30221	lip glosses
6	60160	laths of metal
11	110254	pressure cookers, electric
1	10319	gallnuts
1	10447	potassium
21	210292	cruet sets for oil and vinegar
21	210283	vitreous silica fibers, other than for textile use
26	260024	arm bands [clothing accessories]
9	90705	triodes
21	210342	straws for drinking
28	280180	hunting game calls
24	240053	cheese cloth
7	70513	motorized cultivators
21	210142	cake molds
24	240059	loose covers for furniture
41	410201	providing online videos, not downloadable
9	90503	apparatus for changing record player needles
12	120243	tailboard lifts [parts of land vehicles]
13	130076	torpedoes
20	200144	coatstands
18	180056	blinkers [harness]
5	50429	enzyme dietary supplements
9	90504	stills for laboratory experiments
28	280191	playing cards
20	200341	window openers, not of metal, non-electric
29	290035	crystallized fruits
9	90001	coils, electric
17	170110	insulating plaster
30	300080	groats for human food
16	160351	paper bows, other than haberdashery or hair decorations
8	80144	insecticide sprayers [hand tools]
6	60006	steel masts
5	50395	steroids
1	10686	organic digestate [fertilizer]
7	70304	pneumatic transporters
28	280071	harpoon guns [sports articles]
6	60364	nuts of metal
38	380025	transmission of electronic mail
38	380004	message sending
37	370140	laying of cable
17	170121	fittings, not of metal, for flexible pipes
16	160039	biological samples for use in microscopy [teaching materials]
1	10342	guano
3	30034	hair lotions*
3	30173	flavorings for beverages [essential oils]
11	110304	bed warmers
10	100079	finger guards for medical purposes
41	410182	microfilming
32	320049	non-alcoholic honey-based beverages
40	400116	sorting of waste and recyclable material [transformation]
8	80102	hair-removing tweezers
37	370042	building sealing
44	440230	rental of hair styling apparatus
11	110369	light projectors
26	260143	hatpins, other than jewelry
5	50497	nappy changing mats, disposable, for babies
12	120261	spoilers for vehicles
3	30031	mouthwashes, not for medical purposes
21	210173	paper plates
5	50109	decoctions for pharmaceutical purposes
25	250157	ascots
20	200083	drafting tables
10	100204	patient lifting hoists
19	190161	road coating materials
6	60458	cladding of metal for building
38	380008	communications by telegrams
12	120054	hoods for vehicle engines
24	240025	oilcloth for use as tablecloths
41	410055	holiday camp services [entertainment]
8	80207	tongs
8	80132	farriers' knives
35	350161	providing user ratings for commercial or advertising purposes
22	220016	schappe [raw silk waste]
7	70266	flour mill machines
30	300088	sausage binding materials
13	130060	fuses for explosives
21	210361	make-up brushes
7	70575	pumps for counter-current swimming
25	250062	spats
7	70055	woodworking machines
5	50136	vulnerary sponges
19	190166	sand, except foundry sand
1	10507	tan
31	310114	roots for animal consumption
6	60232	tanks of metal
9	90699	printed circuit boards
7	70316	presses [machines for industrial purposes]
28	280087	puppets
21	210009	glass bulbs [receptacles]
3	30227	henna [cosmetic dye]
9	90516	road signs, luminous or mechanical
10	100175	belts, electric, for medical purposes
30	300246	lyophilized dishes with the main ingredient being rice
20	200317	Moses baskets
13	130040	trigger guards for rifles
14	140170	jewelry rolls
7	70442	incubators for eggs
19	190210	greenhouse frames, not of metal
7	70393	compressed air pumps
30	300274	soba noodles
6	60146	lead seals
19	190025	bituminous products for building
13	130046	machine guns
9	90384	apparatus and instruments for astronomy
9	90120	boiler control instruments
6	60444	window closers of metal, non-electric
31	310164	unprocessed sweet corn ears [husked or unhusked]
21	210314	cocktail stirrers
25	250002	motorists' clothing
5	50337	fumigation preparations for medical purposes
21	210303	cloth for washing floors
20	200211	barrel hoops, not of metal
20	200316	cribs for babies
4	40111	biomass fuel
9	90146	switchboards
16	160384	bibs, sleeved, of paper
1	10271	fertilizers
11	110223	hand drying apparatus for washrooms
31	310120	edible sesame, unprocessed
7	70294	packing machines
12	120023	automobile hoods
29	290221	coconut milk for culinary purposes
21	210118	siphon bottles for carbonated water
41	410197	toy rental
8	80262	non-electric caulking guns
5	50469	insecticidal animal shampoos
21	210316	cookie [biscuit] cutters
41	410060	party planning [entertainment]
37	370119	rebuilding machines that have been worn or partially destroyed
16	160250	greeting cards
23	230007	silk thread and yarn
11	110206	water purifying apparatus and machines
7	70344	weeding machines
16	160309	etching needles
1	10109	bentonite
6	60353	copper wire, not insulated
5	50323	chemical preparations for pharmaceutical purposes
41	410016	publication of texts, other than publicity texts
9	90033	altimeters
17	170079	asbestos fabrics
12	120196	mopeds
9	90843	credit card terminals
21	210398	droppers for household purposes
14	140165	cloisonné jewellery
1	10073	anti-incrustants
33	330035	pre-mixed alcoholic beverages, other than beer-based
5	50246	chemical preparations for treating phylloxera
5	50061	preparations for the treatment of burns
11	110009	air deodorizing apparatus
36	360010	insurance brokerage
6	60450	armoured doors of metal
31	310074	kola nuts
5	50211	mercurial ointments
20	200288	inflatable furniture
12	120321	tires for snow ploughs
17	170098	insulators for electric mains
4	40015	tapers
11	110126	fountains
18	180022	leatherboard
24	240070	table linen, not of paper
21	210250	toothbrushes
7	70096	loading ramps
24	240072	towels of textile
17	170030	joint packings for pipes
11	110150	furnaces, other than for laboratory use
6	60453	metals in foil or powder form for 3D printers
31	310003	seaweed, unprocessed, for human or animal consumption
3	30162	antiperspirants [toiletries]
25	250164	skorts
20	200029	corks for bottles
25	250156	turbans
21	210269	dish covers
9	90208	fluorescent screens
11	110031	headlights for automobiles
9	90620	readers [data processing equipment]
9	90783	T-squares for measuring
8	80207	pincers
9	90285	graduated glassware
8	80138	choppers [knives]
39	390086	wrapping of goods
1	10212	sensitized cloth for photography
9	90302	vacuum gauges
5	50178	insect repellents
9	90462	needles for record players
7	70001	shaft couplings [machines]
19	190246	turnstiles, not of metal
10	100217	slings [supporting bandages]
6	60477	crucifixes of common metal, other than jewelry
6	60326	loading gauge rods of metal for railway wagons
29	290161	curd
31	310119	silkworms
37	370134	rental of drainage pumps
11	110219	washers for water faucets
2	20106	titanium dioxide [pigment]
21	210194	dustbins
40	400063	embroidering
7	70413	brushes, electrically operated [parts of machines]
6	60221	split rings of common metal for keys
43	430104	boarding house bookings
7	70052	sheaf-binding machines
9	90533	disks, magnetic
11	110159	fruit roasters
38	380038	telecommunications routing and junction services
40	400051	saddlery working
21	210147	tar-brushes, long handled
17	170059	foils of metal for insulating
39	390101	transportation logistics
16	160253	balls for ball-point pens
28	280130	fencing weapons
29	290174	albumin milk
21	210055	hair for brushes
8	80075	tube cutters [hand tools]
5	50198	chewing gum for medical purposes
9	90757	covers for personal digital assistants [PDAs]
22	220043	hammocks
3	30235	teeth whitening strips
7	70533	basket presses
29	290089	onions, preserved
26	260041	hair pins
35	350017	business auditing
20	200257	high chairs for babies
11	110013	air dryers
29	290233	tajine [prepared meat, fish or vegetable dish]
7	70519	mufflers for motors and engines
1	10074	antimony
29	290191	arrangements of processed fruit
43	430108	snack-bar services
31	310158	garlic, fresh
9	90603	interfaces for computers
25	250085	gymnastic shoes
13	130031	breeches of firearms
22	220089	cords for hanging pictures
18	180012	straps for soldiers' equipment
21	210179	ironing boards
14	140176	bracelets made of embroidered textile [jewelry]
5	50422	linseed oil dietary supplements
21	210268	cotton waste for cleaning
29	290249	vegetable-based spreads
6	60191	vice claws of metal
21	210271	pitchers
29	290030	vegetables, cooked
9	90053	money counting and sorting machines
7	70376	reels, mechanical, for flexible hoses
11	110263	street lamps
19	190192	safety glass
15	150062	piano strings
21	210356	potholders
12	120084	bicycle tyres
9	90787	laboratory robots
1	10369	isotopes for industrial purposes
21	210015	sprinklers
5	50436	protein supplements for animals
3	30166	abrasive paper
31	310153	artichokes, fresh
19	190148	ceilings, not of metal
20	200104	winding spools, not of metal, non-mechanical, for flexible hoses
29	290239	duck confits
5	50207	pomades for medical purposes
7	70018	alternators
19	190212	chimney cowls, not of metal
2	20059	pigments
21	210141	glove stretchers
9	90455	sound locating instruments
3	30242	shampoos for animals [non-medicated grooming preparations]
37	370118	rebuilding engines that have been worn or partially destroyed
2	20002	mordants*
6	60462	drawn and polished metal bars
17	170026	boiler composition to prevent the radiation of heat
20	200150	honeycombs
9	90099	frames for photographic transparencies
10	100207	surgical drapes
10	100158	vibromassage apparatus
11	110280	pocket warmers
5	50462	pre-filled syringes for medical purposes
6	60096	chill-molds [foundry]
30	300146	oatmeal
41	410226	providing user reviews for entertainment or cultural purposes
7	70502	snow ploughs
9	90601	fire boats
6	60418	hoppers of metal, non-mechanical
9	90190	loudspeakers
11	110018	friction lighters for igniting gas
29	290076	bacon
15	150080	music stands
1	10261	salts for galvanic cells
6	60016	German silver
39	390026	unloading cargo
10	100149	suture materials
35	350039	publicity
11	110157	refrigerating containers
16	160136	writing materials
7	70427	transmission chains, other than for land vehicles
30	300176	fruit jellies [confectionery]
28	280091	scale model vehicles
9	90092	galvanometers
31	310066	grains [cereals]
14	140055	precious metals, unwrought or semi-wrought
29	290141	whipped cream
26	260115	hair coloring caps
20	200217	pegs [pins], not of metal
5	50474	medicated shampoos
22	220037	vitreous silica fibers for textile use
6	60423	tool boxes of metal, empty
25	250038	garters
20	200095	shelves for typewriters
15	150053	turning apparatus for sheet music
41	410081	organization of lotteries
9	90424	refractors
29	290103	lard
6	60017	aluminium
28	280237	toy imitation cosmetics
33	330014	gin
20	200306	brackets, not of metal, for furniture
7	70265	ore treating machines
6	60282	beacons of metal, non-luminous
12	120314	helicams
15	150031	cornets [musical instruments]
9	90754	needles for surveying compasses
10	100012	hot air vibrators for medical purposes
10	100029	knives for surgical purposes
9	90383	parking meters
11	110332	bread-making machines
20	200211	cask hoops, not of metal
5	50415	appetite suppressant pills
1	10181	chemical substances for analyses in laboratories, other than for medical or veterinary purposes
10	100083	radiology screens for medical purposes
1	10442	plutonium
18	180005	leather leashes
4	40068	oleine
20	200162	straw edgings
9	90607	magnetic data media
18	180001	mountaineering sticks
25	250132	sports shoes*
38	380006	transmission of telegrams
42	420215	monitoring of computer systems by remote access
1	10173	lime chloride
30	300004	almond paste
9	90261	safety tarpaulins
28	280218	toy models
11	110037	bath fittings
11	110239	mixer faucets for water pipes
37	370053	irrigation devices installation and repair
1	10113	benzoic sulfimide
2	20115	lacquers
36	360114	financial management of reimbursement payments for others
1	10304	hydrofluoric acid
19	190218	chimney shafts, not of metal
30	300038	chocolate
4	40052	lubricating graphite
21	210142	cake moulds
37	370028	installation and repair of air-conditioning apparatus
6	60175	handling pallets of metal
12	120131	stern oars
7	70275	speed governors for machines, engines and motors
19	190190	aquaria [structures]
1	10045	chemical preparations for facilitating the alloying of metals
3	30260	color run prevention laundry sheets
18	180112	bridles [harness]
17	170021	shock-absorbing buffers of rubber
12	120312	trucks with a crane feature incorporated
19	190127	moldable wood
30	300095	molasses for food
7	70269	reapers and binders
22	220058	awnings of textile
41	410031	television entertainment
41	410041	mobile library services
16	160028	engravings
18	180096	leather shoulder belts
2	20020	badigeon
9	90773	thermo-hygrometers
10	100100	injectors for medical purposes
7	70079	card clothing [parts of carding machines]
12	120259	masts for boats
21	210381	ice tongs
35	350141	promotion of goods and services through sponsorship of sports events
18	180113	key cases
1	10123	potassium dioxalate
19	190102	gypsum [building material]
9	90647	starter cables for motors
1	10568	animal carbon
9	90655	nose clips for divers and swimmers
11	110155	refrigerating apparatus and machines
36	360070	retirement payment services
13	130069	harpoon guns [weapons]
24	240018	hemp cloth
1	10578	bicarbonate of soda for chemical purposes
22	220048	snares [nets]
22	220006	sawdust
30	300089	macarons
35	350124	business management of reimbursement programmes for others
34	340042	flavorings, other than essential oils, for tobacco
42	420245	electronic monitoring of personally identifying information to detect identity theft via the internet
7	70054	bobbins for weaving looms
3	30069	cosmetic pencils
1	10316	lamp black for industrial purposes
16	160306	towels of paper
22	220022	whipcord
21	210411	roller tubes for peeling garlic
9	90451	sound recording apparatus
5	50425	royal jelly dietary supplements
19	190070	manhole covers, not of metal
7	70032	piston segments
8	80166	shaving cases
7	70359	tables for machines
12	120212	horns for vehicles
7	70555	3D printers
9	90814	devices for the projection of virtual keyboards
1	10082	argon
2	20134	wood floor finishes
25	250075	football boots
18	180075	bags for campers
27	270017	mats of woven rope for ski slopes
37	370010	laundering
12	120190	cable cars
5	50080	chloroform
10	100069	spoons for administering medicine
1	10251	acidulated water for recharging batteries
22	220009	nets for camouflage
38	380054	transmission of podcasts
4	40087	industrial oil
12	120092	bicycle pedals
20	200008	nesting boxes for household pets
9	90800	snorkels
9	90540	chips [integrated circuits]
20	200132	furniture of metal
11	110130	lighting apparatus and installations
5	50413	babies' diaper-pants
4	40089	castor oil for industrial purposes
6	60199	baskets of metal
39	390098	providing traffic information
9	90628	electronic agendas
35	350089	rental of vending machines
9	90162	diving suits
11	110013	air driers
20	200187	statues of wood, wax, plaster or plastic
37	370104	providing construction information
22	220070	esparto grass
6	60376	sheets and plates of metal
1	10225	copper sulfate [blue vitriol]
20	200002	display boards
41	410075	boarding school education
39	390117	arranging of passenger transportation services for others via an online application
19	190135	fences, not of metal
20	200218	bolts, not of metal
1	10148	carbon
16	160097	type [numerals and letters]
10	100044	appliances for washing body cavities
36	360007	real estate agency services
5	50187	milk ferments for pharmaceutical purposes
40	400036	fabric waterproofing
42	420243	data encryption services
9	90721	baby monitors
9	90786	electronic numeric displays
5	50008	medicinal alcohol
42	420195	vehicle roadworthiness testing
5	50255	quinquina for medical purposes
13	130005	ammonium nitrate explosives
42	420159	rental of computer software
32	320061	non-alcoholic dried fruit beverages
6	60305	belts of metal for handling loads
17	170038	elastic yarns, other than for textile use
7	70199	blowing machines for the compression, exhaustion and transport of gases
13	130045	mines [explosives]
17	170087	asbestos millboards
24	240115	covers for cushions
20	200067	counters [tables]
39	390059	streetcar transport
9	90642	notebook computers
19	190038	bricks
30	300010	coffee flavourings
18	180053	knee-pads for horses
6	60329	door casings of metal
9	90732	computer hardware
24	240040	sheets [textile]
2	20040	undersealing for vehicle chassis
12	120292	tire mousse inserts
5	50126	medicine cases, portable, filled
11	110222	drying apparatus and installations
31	310060	forage
4	40112	benzene fuel
9	90008	accumulator jars
20	200048	coffin fittings, not of metal
16	160095	books
20	200283	door bells, not of metal, non-electric
6	60268	wire of common metal alloys, except fuse wire
1	10197	fluids for hydraulic circuits
30	300077	glucose for culinary purposes
1	10001	combusting preparations [chemical additives to motor fuel]
28	280168	jigsaw puzzles
26	260006	binding needles
13	130033	gun cases
35	350154	administrative assistance in responding to calls for tenders
3	30014	laundry blueing
1	10234	degumming preparations
5	50449	powdered milk for babies
11	110094	chimney blowers
30	300108	pastries
29	290218	almond milk
7	70538	door closers, electric
12	120011	shock absorbing springs for vehicles
45	450247	legal compliance auditing
10	100116	cases fitted for medical instruments
14	140050	jewellery
20	200037	office furniture
28	280132	fencing gauntlets
8	80031	cattle marking tools
29	290209	edible ant larvae, prepared
15	150015	catgut for musical instruments
30	300012	seasonings
26	260048	blouse fasteners
22	220030	stuffing, not of rubber, plastics, paper or cardboard
21	210206	sprinklers for watering flowers and plants
1	10295	compositions for threading
7	70267	mixers [machines]
16	160014	pictures
16	160378	paper bags for use in the sterilization of medical instruments
16	160361	document holders [stationery]
22	220077	sisal
25	250030	cap peaks
39	390043	refrigerator rental
20	200159	straw mattress
7	70074	belts for machines
3	30222	balms, other than for medical purposes
44	440151	manicuring
42	420204	computer software consultancy
14	140035	diamonds
10	100056	thread, surgical
6	60442	screw tops of metal for bottles
36	360016	mutual funds
11	110114	disinfectant dispensers for toilets
18	180007	umbrella or parasol ribs
1	10483	silicon
4	40088	solidified gases [fuel]
30	300174	crackers
30	300289	nougat
11	110308	aquarium heaters
19	190144	gravestones
39	390027	delivery of goods
7	70507	vacuum cleaner hoses
14	140168	clasps for jewelry
1	10331	rock salt
7	70073	automatic grapnels for marine purposes
11	110199	oil burners
13	130062	detonating fuses for explosives
9	90323	lasers, not for medical purposes
20	200084	towel dispensers, not of metal, fixed
12	120125	vans [vehicles]
37	370034	leather care, cleaning and repair
